GRUPO,ALIMENTOS,Cantidad sugerida,Unidad,Peso bruto redondeado (g),Peso neto (g),Energia (Kcal),Proteina (g),Lípidos (g),Hidratos de carbono (g),Fibra (g),Acido Fólico (µg),Calcio (mg),Hierro (mg),sodio (mg),Azúcar por equivalente (g),indice glicémuco,Carga glicémica
CEREALES CON GRASA,Dona azucarada,1/3,pieza,21,21,90,1.0,4.9,10.7,0.3,1.8,9.6,0.4,117.3,3.6,76.0,16.3
CEREALES CON GRASA,Dona glaseada de chocolate,1/3,pieza,21,21,102,1.0,6.6,10.3,0.4,3.5,7.5,0.5,91.8,ND,ND,ND
CEREALES CON GRASA,Dona glaseada sabor chocolate,1/3,pieza,21,21,102,1.0,6.6,10.3,0.4,3.5,7.5,0.5,91.8,ND,ND,ND
CEREALES CON GRASA,Dona glaseada,1/3,pieza,21,21,90,1.0,4.9,10.7,0.3,1.8,9.6,0.4,117.3,3.6,76.0,16.3
CEREALES CON GRASA,Doraditas,1/2,pieza,18,18,98,0.9,5.0,12.3,0.0,0.0,0.0,0.0,139.3,ND,ND,ND
CEREALES CON GRASA,Doritos incognita,1/3,paquete,19,19,90,15.4,4.5,10.8,1.0,0.0,0.0,0.0,196.0,ND,ND,ND
CEREALES CON GRASA,Doritos nachos,1/3,paquete,20,20,95,1.6,5.0,11.0,1.0,0.0,0.0,0.0,152.0,ND,ND,ND
CEREALES CON GRASA,Doritos pizzerolas,1/3,paquete,19,19,93,1.4,4.9,10.8,1.0,0.0,0.0,0.0,213.5,ND,ND,ND
CEREALES CON GRASA,Eclair de chocolate,1/2,pieza,29,29,98,1.3,4.6,12.8,0.0,0.0,5.5,0.4,32.5,ND,ND,ND
CEREALES CON GRASA,Fritos,20,g,20,20,110,1.6,7.2,9.6,1.6,0.0,0.0,0.0,144.0,ND,ND,ND
CEREALES CON GRASA,Frituras de maíz con chile y limón,1/3,bolsa,19,19,84,0.8,5.3,8.3,0.0,0.0,0.0,1.4,218.2,ND,64.0,12.0
CEREALES CON GRASA,Frituras de maíz con limón y sal,1/3,bolsa,19,19,84,0.8,5.3,8.3,0.0,0.0,0.0,1.4,218.2,ND,64.0,12.0
CEREALES CON GRASA,Fruitcake,1/3,rebanada,32,32,104,0.9,2.9,19.9,1.2,0.0,0.0,0.0,0.0,9.6,ND,ND
CEREALES CON GRASA,Galletas con chispa de chocolate,3,pieza,21,21,105,1.3,5.3,13.8,0.7,0.0,0.0,0.0,72.2,6.6,ND,ND
CEREALES CON GRASA,Galletas cubierta de chocolate,1 1/2,pieza,21,21,103,1.2,5.0,14.2,0.7,2.3,12.0,0.8,61.5,ND,ND,ND
CEREALES CON GRASA,Galleta de avena,1,pieza,18,18,81,1.1,3.3,12.4,0.5,1.0,7.0,0.5,69.0,ND,ND,ND
CEREALES CON GRASA,Galleta de avena con pasas,2,pieza,25,25,110,1.0,5.0,15.0,0.0,0.0,0.0,0.0,75.0,ND,ND,ND
CEREALES CON GRASA,Galleta de avena y manzana,1,pieza,24,24,108,0.9,3.5,17.6,0.0,0.0,23.0,0.3,106.5,ND,ND,ND
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,2 1/2,pieza,23,23,106,1.3,4.6,16.5,0.7,0.0,0.0.,0.0,0.0,9.3,ND,ND
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,3,pieza,27,27,119,1.6,3.6,20.6,0.8,0.0,0.0,0.0,0.0,11.1,ND,ND
CEREALES CON GRASA,Galleta de crema de cacahuate,1 1/2,pieza,23,23,108,2.1,5.3,13.2,0.5,7.5,7.5,0.6,93.0,ND,ND,ND
CEREALES CON GRASA,Galleta de malvavisco con chocolate,2,pieza,26,26,110,1.0,4.4,17.6,0.6,2.0,12.0,0.7,44.0,ND,ND,ND
CEREALES CON GRASA,Galleta de nuez,1 1/2,pieza,23,23,110,1.5,4.5,15.8,1.9,0.0,0.0,0.0,131.2,5.2,ND,ND
CEREALES CON GRASA,Galleta integral,4,pieza,20,20,95,1.7,3.6,13.9,1.1,0.0,0.0,0.0,180.0,0.5,ND,ND
CEREALES CON GRASA,Galleta integral con miel,4,pieza,24,24,110,1.9,3.2,18.2,0.6,0.0,0.0,0.0,90.8,5.2,ND,ND
CEREALES CON GRASA,Galleta integral de miel,4,pieza,24,24,110,1.9,3.2,18.2,0.6,0.0,0.0,0.0,90.8,5.2,ND,ND
CEREALES CON GRASA,Galleta integral de trigo,4,pieza,28,28,113,2.4,3.9,19.1,1.6,0.0,6.4,0.1,153.2,ND,ND,ND
CEREALES CON GRASA,Galleta integral molida,4,cucharada,24,24,114,2.1,4.3,16.6,1.4,0.0,0.0,0.0,216.0,0.6,ND,ND
CEREALES CON GRASA,Galleta O´reo,2,pieza,18,18,86,0.9,3.8,12.2,0.4,0.0,0.0,0.0,84.8,ND,ND,ND
